date,onboarding_time_days,projects_completed,on_time_deliveries,on_time_rate,defects,defect_rate,rework_hours,client_satisfaction,team_utilization_pct,lead_to_kickoff_days,kickoff_to_launch_days,total_cycle_time
2024-01-24,26.311294549700158,2,2,1.0,0,0.0,0.0,4.070008977929232,66.63058182021973,16.23643681045811,36.107791140013354,52.34422795047146
2024-01-25,24.463063015226773,4,3,0.75,0,0.0,0.0,4.056785480827404,62.58140606338954,13.981748684038815,25.223601792158924,39.20535047619774
2024-01-26,20.85541354339256,1,1,1.0,0,0.0,0.0,4.167371955462943,68.21369377679153,16.76057596684445,27.191456696799147,43.95203266364359
2024-01-27,21.67227744543125,1,0,0.0,0,0.0,0.0,4.203777720234538,61.544462387133024,21.43986802594772,38.402880838893786,59.84274886484151
2024-01-28,26.448263370731446,1,1,1.0,1,1.0,22.24422054225466,4.856940879965302,58.53361371715879,10.641112631276895,25.804251481891846,36.44536411316874
2024-01-29,14.62831282707058,1,0,0.0,1,1.0,19.170587424315922,4.042273493495772,49.69834786348625,15.449905835221209,33.99943257228752,49.449338407508726
2024-01-30,23.91157146003963,6,4,0.6666666666666666,1,0.16666666666666666,8.72349872169903,4.177916665262428,62.742230488102315,15.181910097692734,22.318578920033392,37.500489017726125
2024-01-31,22.02276659567686,4,4,1.0,1,0.25,21.006416146081243,4.1740759479505165,77.12986658347117,15.24983392439179,27.808834042484918,43.05866796687671
2024-02-01,16.20262958238755,3,3,1.0,0,0.0,0.0,4.299694203593877,59.01210770754757,20.204607902090093,30.80972244005001,51.0143303421401
2024-02-02,24.53789155219148,4,4,1.0,1,0.25,17.924952821655435,4.220255544423033,57.280612315359164,16.744205839993757,37.408971407947114,54.153177247940874
2024-02-03,15.723781540730657,4,3,0.75,0,0.0,0.0,3.688985268193454,64.55561840882704,15.536261795757229,29.77113676334135,45.30739855909858
2024-02-04,14.79767369988037,2,2,1.0,0,0.0,0.0,4.1732639881461635,67.93278596877478,10.24048085469058,26.402931578643145,36.64341243333372
2024-02-05,17.822359434333144,3,3,1.0,0,0.0,0.0,3.9553502780134537,60.52779605412915,8.263644523069903,28.65927023260695,36.92291475567686
2024-02-06,21.17242200907289,1,1,1.0,0,0.0,0.0,3.5151592529877607,64.10137560247337,13.116121601867109,34.29916690030397,47.41528850217108
2024-02-07,23.272523130141916,1,1,1.0,0,0.0,0.0,4.012042745193437,47.46295955006417,17.405608369515313,23.08444907942421,40.490057448939524
2024-02-08,21.085861678703477,2,2,1.0,0,0.0,0.0,4.490586946891327,63.504759019516726,13.808836490505849,22.571161569373867,36.37999805987972
2024-02-09,19.036879961660954,1,0,0.0,0,0.0,0.0,4.197608207605015,76.83955311112021,14.309473230590473,23.971010590702154,38.28048382129263
2024-02-10,25.56937223180897,2,2,1.0,0,0.0,0.0,4.361673013105397,53.81145940944687,16.251876946762284,25.44550201614721,41.6973789629095
2024-02-11,19.53862384870591,2,1,0.5,0,0.0,0.0,4.281137047733952,64.59809512440691,13.044207812534362,23.647054365708815,36.69126217824318
2024-02-12,19.269686008295,4,4,1.0,1,0.25,10.992699976920374,4.426617367747727,58.89392674765986,6.780471597341924,18.607202934817863,25.387674532159785
2024-02-13,21.144254839984146,2,2,1.0,0,0.0,0.0,4.004449167659352,65.37918937053131,10.55834653886419,27.308111190391223,37.866457729255416
2024-02-14,24.018878427643322,4,4,1.0,0,0.0,0.0,4.026932439143056,67.96916698697046,11.584059253136719,30.6061285123103,42.19018776544702
2024-02-15,20.53296829382376,4,4,1.0,0,0.0,0.0,4.286932457068924,81.60320638916352,17.48449881372677,27.717835274825113,45.20233408855188
2024-02-16,24.603641766491833,3,2,0.6666666666666666,0,0.0,0.0,4.077577388093535,63.08657067175865,17.29241990298003,36.24687573870648,53.53929564168651
2024-02-17,21.286861337668178,3,3,1.0,0,0.0,0.0,4.389834559831885,83.16554286243516,14.72746502023398,31.73754410410235,46.46500912433633
2024-02-18,19.621917301379266,2,2,1.0,0,0.0,0.0,3.945046689160563,73.3003195540632,11.959934404581013,28.110875452946402,40.070809857527415
2024-02-19,18.06370885265308,2,2,1.0,0,0.0,0.0,4.32403047096711,80.01436650046453,10.904843203585708,21.28741707682008,32.19226028040579
2024-02-20,15.663839253287165,3,3,1.0,0,0.0,0.0,4.648813293446755,79.25730894828862,16.361098476247154,31.51802725888057,47.87912573512772
2024-02-21,22.32634999594042,3,2,0.6666666666666666,1,0.3333333333333333,22.80909620650842,3.903118553922426,63.99370463920282,14.222899649154778,37.659340629296636,51.88224027845141
2024-02-22,15.922606110855542,1,1,1.0,0,0.0,0.0,4.658865095838184,71.81797191224214,4.717050504087478,28.390842999875293,33.10789350396277
2024-02-23,22.88442004044201,3,3,1.0,0,0.0,0.0,3.3909340071175285,64.5656410678575,13.076261879165289,34.87344455369393,47.949706432859216
2024-02-24,26.546868284836037,0,0,0.0,0,0.0,0.0,4.537969508864327,62.848890475561355,9.573896365033319,48.01351862274902,57.58741498778234
2024-02-25,21.177655302043465,2,1,0.5,0,0.0,0.0,4.190174018935201,60.65260183092988,11.148616869291342,30.745011593843277,41.89362846313462
2024-02-26,20.235068347737435,4,4,1.0,1,0.25,23.137847394138124,4.651197896574807,53.73990644225743,10.888733249636498,22.225969081739198,33.114702331375696
2024-02-27,26.256811330270867,0,0,0.0,0,0.0,0.0,4.416501619212971,55.967585830262166,11.901918934880905,33.425621928595426,45.32754086347633
2024-02-28,17.333616573324164,1,1,1.0,0,0.0,0.0,4.413899529051717,78.1711779414398,9.971642542774955,25.399366773177544,35.3710093159525
2024-02-29,18.187932953330037,1,1,1.0,0,0.0,0.0,4.297839906672635,54.991091388917575,17.696108076827603,28.705685044899077,46.40179312172668
2024-03-01,19.431830938442882,3,3,1.0,0,0.0,0.0,4.514702767751067,50.972244669994694,11.820311060164364,36.80275883120915,48.62306989137351
2024-03-02,20.90712524809028,2,2,1.0,0,0.0,0.0,4.013143649069615,61.65485572792583,8.8462104809707,30.705721955778365,39.55193243674907
2024-03-03,16.11122104207102,4,4,1.0,1,0.25,21.982241241000246,4.36555909659285,77.96426756132702,20.281978541044555,22.973694759056407,43.255673300100966
2024-03-04,22.53088916874697,4,4,1.0,1,0.25,9.324778686802023,3.7696905098523463,69.64817607892789,7.903939033091879,24.410926668080624,32.3148657011725
2024-03-05,25.023935759100404,5,5,1.0,0,0.0,0.0,3.9348666633407197,60.39489739009781,14.488039258581447,47.92059176788156,62.408631026463006
2024-03-06,20.71182030082605,2,2,1.0,0,0.0,0.0,4.01190988266367,79.49958846397543,16.831007741821903,26.062732568740127,42.89374031056203
2024-03-07,22.897223217166562,3,2,0.6666666666666666,0,0.0,0.0,4.491766334888019,54.44521688690075,13.095019123965296,37.4519807461869,50.54699987015219
2024-03-08,21.35881700666121,6,6,1.0,2,0.3333333333333333,46.209898869971624,4.445545420391562,66.070781233968,15.786558926068343,28.50709336823946,44.293652294307805
2024-03-09,24.387208312605427,3,3,1.0,0,0.0,0.0,4.175875267887302,66.7770701730697,12.08500551334609,38.79029287901464,50.87529839236073
2024-03-10,18.316178093341488,1,1,1.0,0,0.0,0.0,4.4603295072512665,67.26425764316173,8.602145714297906,34.098524226010056,42.70066994030796
2024-03-11,23.140198770616337,5,4,0.8,1,0.2,23.74533550718872,4.214105163937123,61.435979828793826,19.813537908470803,41.057005020114985,60.87054292858579
2024-03-12,19.431419918540193,1,1,1.0,0,0.0,0.0,3.6198965096677322,55.340833346829,9.71768768129133,34.77836265520003,44.49605033649136
2024-03-13,20.502830840560154,4,2,0.5,0,0.0,0.0,3.952324547094762,74.33682331506908,20.48443423115086,19.010277636398598,39.494711867549455
2024-03-14,21.221888892220704,1,1,1.0,0,0.0,0.0,4.626151274396957,60.43402965000419,10.670577707583085,33.29990889470483,43.97048660228791
2024-03-15,19.343330867157086,3,3,1.0,1,0.3333333333333333,12.249600681419297,4.389879545326654,69.34799282231474,18.334438615621885,24.04610478936463,42.38054340498651
2024-03-16,21.31420589591439,2,2,1.0,0,0.0,0.0,4.408428309253962,56.51338563332723,0.07676468495966482,23.908437304995417,23.98520198995508
2024-03-17,24.616884233858514,3,2,0.6666666666666666,1,0.3333333333333333,18.535229354534806,4.302940515305062,71.56385744957892,16.02909612442919,37.46672282712408,53.495818951553275
2024-03-18,24.50788677133702,5,4,0.8,0,0.0,0.0,3.9931379036758905,68.9596441404922,15.673010219144002,32.802884204669056,48.47589442381306
2024-03-19,20.322859057292,4,3,0.75,0,0.0,0.0,4.201024425353523,67.13264437355949,12.394480970671093,33.76615648357791,46.160637454249
2024-03-20,21.143862150849316,3,2,0.6666666666666666,0,0.0,0.0,4.522089524957932,56.78787760471152,14.531878696587505,25.099154295425787,39.63103299201329
2024-03-21,24.585139886774527,0,0,0.0,0,0.0,0.0,3.743043928564868,60.52862522182729,15.508847500258083,40.95866820464038,56.46751570489847
2024-03-22,20.802749216781038,4,4,1.0,0,0.0,0.0,3.8936301548607863,70.66685157839483,14.975202855084795,26.051449584842903,41.0266524399277
2024-03-23,17.159086803987318,4,3,0.75,0,0.0,0.0,4.461737198484044,64.63531186915601,14.973357797290767,28.311347595005692,43.28470539229646
2024-03-24,22.05616618954289,1,1,1.0,0,0.0,0.0,4.351650543183448,64.76860092660104,15.078677429588282,28.389604950825323,43.468282380413605
2024-03-25,23.123146623748863,4,3,0.75,0,0.0,0.0,4.416762024087023,56.754259977587814,13.800933961403661,32.624845568377964,46.42577952978162
2024-03-26,18.727801449305073,2,2,1.0,0,0.0,0.0,4.009618489411993,72.96601789345085,12.892404640814487,29.82227667530859,42.71468131612308
2024-03-27,20.480895363909248,5,5,1.0,0,0.0,0.0,3.993552092969918,64.97117968727545,9.366541243229829,40.523788112370056,49.89032935559989
2024-03-28,23.632086871727015,1,1,1.0,0,0.0,0.0,4.119244160495583,64.31089243613309,13.283952131530059,24.87686040058848,38.16081253211854
2024-03-29,21.5862308549899,3,3,1.0,0,0.0,0.0,3.88121016677517,65.4770429593614,11.412252889177704,34.88756319529513,46.29981608447284
2024-03-30,22.180456156265247,4,3,0.75,0,0.0,0.0,4.82257826178758,59.486497455283455,20.943855212661,31.385375484238534,52.32923069689953
